message;severity;node;stamp;location
"x: 2.073509; y: 0.979809; omega: 1.500494";"20";"tug_turtlebot4.simple_turtle";"1734542446.921285178";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073413; y: 0.978437; omega: 1.500536";"20";"tug_turtlebot4.simple_turtle";"1734542446.918067303";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073316; y: 0.977065; omega: 1.500577";"20";"tug_turtlebot4.simple_turtle";"1734542446.912136040";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073220; y: 0.975693; omega: 1.500619";"20";"tug_turtlebot4.simple_turtle";"1734542446.909346638";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.073027; y: 0.972949; omega: 1.500701";"20";"tug_turtlebot4.simple_turtle";"1734542446.903774034";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072931; y: 0.971576; omega: 1.500743";"20";"tug_turtlebot4.simple_turtle";"1734542446.900489524";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072835; y: 0.970204; omega: 1.500784";"20";"tug_turtlebot4.simple_turtle";"1734542446.896784528";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072738; y: 0.968832; omega: 1.500826";"20";"tug_turtlebot4.simple_turtle";"1734542446.891276254";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072642; y: 0.967460; omega: 1.500867";"20";"tug_turtlebot4.simple_turtle";"1734542446.885206628";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072546; y: 0.966088; omega: 1.500909";"20";"tug_turtlebot4.simple_turtle";"1734542446.882902931";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072450; y: 0.964716; omega: 1.500950";"20";"tug_turtlebot4.simple_turtle";"1734542446.880000592";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072354; y: 0.963344; omega: 1.500991";"20";"tug_turtlebot4.simple_turtle";"1734542446.876257696";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072258; y: 0.961972; omega: 1.501033";"20";"tug_turtlebot4.simple_turtle";"1734542446.872703342";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.072163; y: 0.960599; omega: 1.501074";"20";"tug_turtlebot4.simple_turtle";"1734542446.868712703";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071971; y: 0.957855; omega: 1.501157";"20";"tug_turtlebot4.simple_turtle";"1734542446.863262997";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071875; y: 0.956483; omega: 1.501198";"20";"tug_turtlebot4.simple_turtle";"1734542446.858529049";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071780; y: 0.955111; omega: 1.501240";"20";"tug_turtlebot4.simple_turtle";"1734542446.853836673";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071684; y: 0.953739; omega: 1.501281";"20";"tug_turtlebot4.simple_turtle";"1734542446.851237059";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071589; y: 0.952367; omega: 1.501323";"20";"tug_turtlebot4.simple_turtle";"1734542446.847722807";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071493; y: 0.950994; omega: 1.501364";"20";"tug_turtlebot4.simple_turtle";"1734542446.844933439";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071398; y: 0.949622; omega: 1.501406";"20";"tug_turtlebot4.simple_turtle";"1734542446.841177043";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071303; y: 0.948250; omega: 1.501447";"20";"tug_turtlebot4.simple_turtle";"1734542446.837244728";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071207; y: 0.946878; omega: 1.501488";"20";"tug_turtlebot4.simple_turtle";"1734542446.834858056";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.071112; y: 0.945506; omega: 1.501530";"20";"tug_turtlebot4.simple_turtle";"1734542446.831238813";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070922; y: 0.942761; omega: 1.501613";"20";"tug_turtlebot4.simple_turtle";"1734542446.824285195";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070827; y: 0.941389; omega: 1.501654";"20";"tug_turtlebot4.simple_turtle";"1734542446.819732893";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070732; y: 0.940017; omega: 1.501696";"20";"tug_turtlebot4.simple_turtle";"1734542446.815248540";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070637; y: 0.938645; omega: 1.501737";"20";"tug_turtlebot4.simple_turtle";"1734542446.811590155";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070542; y: 0.937272; omega: 1.501778";"20";"tug_turtlebot4.simple_turtle";"1734542446.807544817";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070447; y: 0.935900; omega: 1.501820";"20";"tug_turtlebot4.simple_turtle";"1734542446.804800435";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070353; y: 0.934528; omega: 1.501861";"20";"tug_turtlebot4.simple_turtle";"1734542446.800599517";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070258; y: 0.933156; omega: 1.501903";"20";"tug_turtlebot4.simple_turtle";"1734542446.797745921";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070163; y: 0.931784; omega: 1.501944";"20";"tug_turtlebot4.simple_turtle";"1734542446.794696152";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.070069; y: 0.930411; omega: 1.501985";"20";"tug_turtlebot4.simple_turtle";"1734542446.791768781";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
"x: 2.069974; y: 0.929039; omega: 1.502027";"20";"tug_turtlebot4.simple_turtle";"1734542446.788255304";"/home/bobo/ros2_ws/src/mr2_public/tug_turtlebot4/src/SimpleTurtleNode.cpp:poseCallback:145"
